locationId,location,city,country,utc,local,parameter,value,unit,latitude,longitude
7882,PT03102,Lisboa,PT,2017-12-29T13:00:00+00:00,2017-12-29T13:00:00+00:00,no2,1,µg/m³,39.278333,-9.245556
7882,PT03102,Lisboa,PT,2017-12-29T12:00:00+00:00,2017-12-29T12:00:00+00:00,pm10,17.8,µg/m³,39.278333,-9.245556
7882,PT03102,Lisboa,PT,2017-12-29T12:00:00+00:00,2017-12-29T12:00:00+00:00,o3,71.9,µg/m³,39.278333,-9.245556
7882,PT03102,Lisboa,PT,2017-12-29T12:00:00+00:00,2017-12-29T12:00:00+00:00,pm25,4,µg/m³,39.278333,-9.245556
7882,PT03102,Lisboa,PT,2017-12-29T12:00:00+00:00,2017-12-29T12:00:00+00:00,no2,2.2,µg/m³,39.278333,-9.245556
7882,PT03102,Lisboa,PT,2017-12-29T11:00:00+00:00,2017-12-29T11:00:00+00:00,pm25,4,µg/m³,39.278333,-9.245556
7882,PT03102,Lisboa,PT,2017-12-29T11:00:00+00:00,2017-12-29T11:00:00+00:00,pm10,17.8,µg/m³,39.278333,-9.245556
7882,PT03102,Lisboa,PT,2017-12-29T11:00:00+00:00,2017-12-29T11:00:00+00:00,no2,5.6,µg/m³,39.278333,-9.245556
7882,PT03102,Lisboa,PT,2017-12-29T11:00:00+00:00,2017-12-29T11:00:00+00:00,o3,68.6,µg/m³,39.278333,-9.245556
7882,PT03102,Lisboa,PT,2017-12-29T10:00:00+00:00,2017-12-29T10:00:00+00:00,pm25,2.5,µg/m³,39.278333,-9.245556
7882,PT03102,Lisboa,PT,2017-12-29T10:00:00+00:00,2017-12-29T10:00:00+00:00,pm10,12.8,µg/m³,39.278333,-9.245556
7882,PT03102,Lisboa,PT,2017-12-29T10:00:00+00:00,2017-12-29T10:00:00+00:00,o3,67.3,µg/m³,39.278333,-9.245556
7882,PT03102,Lisboa,PT,2017-12-29T10:00:00+00:00,2017-12-29T10:00:00+00:00,no2,5.1,µg/m³,39.278333,-9.245556
7882,PT03102,Lisboa,PT,2017-12-29T09:00:00+00:00,2017-12-29T09:00:00+00:00,pm10,11.1,µg/m³,39.278333,-9.245556
