locationId,location,city,country,utc,local,parameter,value,unit,latitude,longitude
7913,PT03085,Lisboa,PT,2017-12-29T14:00:00+00:00,2017-12-29T14:00:00+00:00,no2,14.6,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T14:00:00+00:00,2017-12-29T14:00:00+00:00,o3,55.7,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T13:00:00+00:00,2017-12-29T13:00:00+00:00,o3,55.7,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T13:00:00+00:00,2017-12-29T13:00:00+00:00,no2,16.2,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T12:00:00+00:00,2017-12-29T12:00:00+00:00,o3,53.7,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T12:00:00+00:00,2017-12-29T12:00:00+00:00,no2,18,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T11:00:00+00:00,2017-12-29T11:00:00+00:00,o3,57.4,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T11:00:00+00:00,2017-12-29T11:00:00+00:00,no2,14.4,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T10:00:00+00:00,2017-12-29T10:00:00+00:00,no2,23,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T10:00:00+00:00,2017-12-29T10:00:00+00:00,o3,46.9,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T09:00:00+00:00,2017-12-29T09:00:00+00:00,o3,43.6,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T09:00:00+00:00,2017-12-29T09:00:00+00:00,no2,24.3,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T08:00:00+00:00,2017-12-29T08:00:00+00:00,no2,23.1,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T08:00:00+00:00,2017-12-29T08:00:00+00:00,pm10,19.4,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T08:00:00+00:00,2017-12-29T08:00:00+00:00,o3,41.8,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T07:00:00+00:00,2017-12-29T07:00:00+00:00,pm10,17.5,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T07:00:00+00:00,2017-12-29T07:00:00+00:00,o3,58.6,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T07:00:00+00:00,2017-12-29T07:00:00+00:00,no2,9.6,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T06:00:00+00:00,2017-12-29T06:00:00+00:00,pm10,17.2,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T06:00:00+00:00,2017-12-29T06:00:00+00:00,no2,4.8,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T06:00:00+00:00,2017-12-29T06:00:00+00:00,o3,61.7,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T05:00:00+00:00,2017-12-29T05:00:00+00:00,o3,62.3,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T05:00:00+00:00,2017-12-29T05:00:00+00:00,pm10,17.1,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T05:00:00+00:00,2017-12-29T05:00:00+00:00,no2,3.1,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T04:00:00+00:00,2017-12-29T04:00:00+00:00,no2,2.8,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T04:00:00+00:00,2017-12-29T04:00:00+00:00,pm10,23,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T04:00:00+00:00,2017-12-29T04:00:00+00:00,o3,60.4,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T03:00:00+00:00,2017-12-29T03:00:00+00:00,pm10,25.1,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T03:00:00+00:00,2017-12-29T03:00:00+00:00,no2,3.5,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T03:00:00+00:00,2017-12-29T03:00:00+00:00,o3,59.5,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T02:00:00+00:00,2017-12-29T02:00:00+00:00,no2,5.5,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T02:00:00+00:00,2017-12-29T02:00:00+00:00,pm10,20.7,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T02:00:00+00:00,2017-12-29T02:00:00+00:00,o3,58.5,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T01:00:00+00:00,2017-12-29T01:00:00+00:00,o3,49.6,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T01:00:00+00:00,2017-12-29T01:00:00+00:00,no2,12.5,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T01:00:00+00:00,2017-12-29T01:00:00+00:00,pm10,19.2,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T00:00:00+00:00,2017-12-29T00:00:00+00:00,pm10,16.2,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T00:00:00+00:00,2017-12-29T00:00:00+00:00,o3,53.6,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-29T00:00:00+00:00,2017-12-29T00:00:00+00:00,no2,9.5,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T23:00:00+00:00,2017-12-28T23:00:00+00:00,o3,59.7,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T23:00:00+00:00,2017-12-28T23:00:00+00:00,no2,8,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T23:00:00+00:00,2017-12-28T23:00:00+00:00,pm10,15.2,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T08:00:00+00:00,2017-12-28T08:00:00+00:00,pm10,8.7,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T08:00:00+00:00,2017-12-28T08:00:00+00:00,no2,8,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T08:00:00+00:00,2017-12-28T08:00:00+00:00,o3,59.4,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T07:00:00+00:00,2017-12-28T07:00:00+00:00,pm10,7.5,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T07:00:00+00:00,2017-12-28T07:00:00+00:00,no2,4.3,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T07:00:00+00:00,2017-12-28T07:00:00+00:00,o3,61.3,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T06:00:00+00:00,2017-12-28T06:00:00+00:00,no2,1.9,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T06:00:00+00:00,2017-12-28T06:00:00+00:00,o3,63.3,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T06:00:00+00:00,2017-12-28T06:00:00+00:00,pm10,11.6,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T05:00:00+00:00,2017-12-28T05:00:00+00:00,pm10,13.1,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T05:00:00+00:00,2017-12-28T05:00:00+00:00,o3,66.1,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T05:00:00+00:00,2017-12-28T05:00:00+00:00,no2,1.1,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T04:00:00+00:00,2017-12-28T04:00:00+00:00,o3,66.7,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T04:00:00+00:00,2017-12-28T04:00:00+00:00,pm10,13.5,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T04:00:00+00:00,2017-12-28T04:00:00+00:00,no2,2.3,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T03:00:00+00:00,2017-12-28T03:00:00+00:00,o3,67.7,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T03:00:00+00:00,2017-12-28T03:00:00+00:00,pm10,13.6,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T03:00:00+00:00,2017-12-28T03:00:00+00:00,no2,2.1,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T02:00:00+00:00,2017-12-28T02:00:00+00:00,no2,1.3,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T02:00:00+00:00,2017-12-28T02:00:00+00:00,pm10,9.9,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T02:00:00+00:00,2017-12-28T02:00:00+00:00,o3,66.8,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T01:00:00+00:00,2017-12-28T01:00:00+00:00,no2,2.3,µg/m³,38.829722,-9.164444
7913,PT03085,Lisboa,PT,2017-12-28T01:00:00+00:00,2017-12-28T01:00:00+00:00,o3,64.4,µg/m³,38.829722,-9.164444
